9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01,9.663730839174590193e-01
9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01,9.909899606551353379e-01
-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01,-8.790763393782278223e-01
-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01,-4.872651290292000503e-01
-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01,-1.389791348118745440e-01
8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01,8.934058963054298808e-01
-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01,-9.981785263602640512e-01
-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01,-4.635221360901698451e-01
-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01,-6.265042219578531579e-01
-4.476271615891385114e-01,4.269455775078439541e-01,9.206383705529369577e-01,9.999982999165775155e-01,-1.149860677369513029e-02,-9.677048588535830387e-01,6.189600247735016492e-01,-2.355694358832028379e-01,4.236077894166869195e-01,-6.396966558299049810e-01,-4.026652224137940994e-01,-7.600239513419035919e-01,-1.870134772105735699e-01,9.001131192580364981e-01,-5.948221434952261077e-01,-9.797746923917713957e-01,2.131586055041192473e-01,8.985003413038715747e-01,9.986727621744339034e-01,-6.368576841044013559e-01,7.770941525478544110e-01,3.817521081024763396e-02,-8.881682612633317042e-01,-5.977826443261237133e-01,7.448781862395654763e-01,-7.936110001271442504e-01,9.740865896768766685e-01,-9.805059926894157396e-01,2.614171150592384252e-01,8.755909559302411660e-01,-7.624155312128162443e-01,9.749140779579683613e-01,9.847651166109933074e-01,2.095540122951792261e-01,8.095627327539685059e-01,6.572026185381439900e-01,7.794099749200671390e-01,-9.996914614652173681e-01,4.713277871689836029e-01,-2.391519477019626583e-01,6.160592557046937756e-01,-4.509219129629269407e-01,-9.995930590348228728e-01,-9.686279458798169317e-01,9.616520726873096780e-01,-1.518618519702337293e-02,-7.958494159486032560e-01,-9.114170242133773359e-01,-8.864675634046915720e-01,-9.098933145914912535e-01
